chr	start	end	strand	region_type	Geneid	gene_name	gene_type	hgnc_id	mouse_ortholog	data_contact	date	script
chr21	42843094	42879568	-	Gene|triplicated	ENSG00000160193.12	WDR4	protein_coding	HGNC:12756	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42879644	42913304	+	Gene|triplicated	ENSG00000160194.18	NDUFV3	protein_coding	HGNC:7719	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42916803	42925646	-	Gene|triplicated	ENSG00000233056.2	ERVH48-1	lncRNA	HGNC:17216	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42950928	42951014	-	Gene|triplicated	ENSG00000264580.1	MIR5692B	miRNA	HGNC:43535	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42964639	42965363	-	Gene|triplicated	ENSG00000224100.1	AP001630.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42974510	43033931	+	Gene|triplicated	ENSG00000160199.15	PKNOX1	protein_coding	HGNC:9022	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43053191	43076943	-	Gene|triplicated	ENSG00000160200.17	CBS	protein_coding	HGNC:1550	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43092956	43107587	-	Gene|triplicated	ENSG00000160201.11	U2AF1	protein_coding	HGNC:12453	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43107942	43168646	+	Gene|triplicated	ENSG00000286549.1	AP001631.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43115334	43115709	-	Gene|triplicated	ENSG00000232777.1	MRPL51P2	processed_pseudogene	HGNC:29724	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43140523	43141092	-	Gene|triplicated	ENSG00000236663.1	FRGCA	lncRNA	HGNC:51844	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43159066	43162277	-	Gene|triplicated	ENSG00000228120.2	AP001631.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43169008	43172805	+	Gene|triplicated	ENSG00000160202.7	CRYAA	protein_coding	HGNC:2388	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43322417	43332039	-	Gene|triplicated	ENSG00000237864.1	LINC00322	lncRNA	HGNC:33698	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43358147	43362349	-	Gene|triplicated	ENSG00000237989.1	LINC01679	lncRNA	HGNC:52469	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43363332	43366566	+	Gene|triplicated	ENSG00000225637.1	AP001046.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43414483	43427131	-	Gene|triplicated	ENSG00000142178.9	SIK1	protein_coding	HGNC:11142	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43446601	43453902	+	Gene|triplicated	ENSG00000188660.4	LINC00319	lncRNA	HGNC:19730	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43461960	43479534	-	Gene|triplicated	ENSG00000185186.10	LINC00313	lncRNA	HGNC:16416	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43465309	43467298	+	Gene|triplicated	ENSG00000223975.1	AP001048.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43529186	43659488	-	Gene|triplicated	ENSG00000160207.9	HSF2BP	protein_coding	HGNC:5226	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43551229	43551600	+	Gene|triplicated	ENSG00000214326.2	RPL31P1	processed_pseudogene	HGNC:10335	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43565182	43565648	+	Gene|triplicated	ENSG00000234289.6	H2BS1	protein_coding	HGNC:4762	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43609887	43609989	-	Gene|triplicated	ENSG00000278433.1	MIR6070	miRNA	HGNC:49950	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43659560	43696079	+	Gene|triplicated	ENSG00000160208.13	RRP1B	protein_coding	HGNC:23818	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43719094	43762307	+	Gene|triplicated	ENSG00000160209.19	PDXK	protein_coding	HGNC:8819	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43748365	43748468	-	Gene|triplicated	ENSG00000281420.1	AP001052.1	pseudogene	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43768320	43771666	+	Gene|triplicated	ENSG00000287507.1	AP001053.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43772511	43776445	-	Gene|triplicated	ENSG00000160213.7	CSTB	protein_coding	HGNC:2482	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43783123	43783573	+	Gene|triplicated	ENSG00000234030.1	TMEM97P1	processed_pseudogene	HGNC:39640	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43789513	43805293	+	Gene|triplicated	ENSG00000160214.13	RRP1	protein_coding	HGNC:18785	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43805758	43812567	-	Gene|triplicated	ENSG00000215458.8	AATBC	lncRNA	HGNC:51526	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43855890	43856342	-	Gene|triplicated	ENSG00000226543.3	MYL6P1	processed_pseudogene	HGNC:7588	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43865223	43987592	+	Gene|triplicated	ENSG00000160216.20	AGPAT3	protein_coding	HGNC:326	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43919795	43919901	-	Gene|triplicated	ENSG00000199598.1	RNU6-859P	snRNA	HGNC:47822	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	43996322	43996420	-	Gene|triplicated	ENSG00000252606.1	RNU6-1150P	snRNA	HGNC:48113	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44012309	44106552	+	Gene|triplicated	ENSG00000160218.13	TRAPPC10	protein_coding	HGNC:11868	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44046347	44047041	-	Gene|triplicated	ENSG00000213440.2	H2AZP1	processed_pseudogene	HGNC:4742	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44107373	44131181	+	Gene|triplicated	ENSG00000241945.8	PWP2	protein_coding	HGNC:9711	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44133610	44210114	+	Gene|triplicated	ENSG00000160221.18	GATD3A	protein_coding	HGNC:1273	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44158740	44160076	-	Gene|triplicated	ENSG00000225331.1	LINC01678	lncRNA	HGNC:52466	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44172169	44194338	-	Gene|triplicated	ENSG00000285413.1	AP001056.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44175489	44176453	+	Gene|triplicated	ENSG00000237604.1	AP001056.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44200602	44207399	-	Gene|triplicated	ENSG00000232124.3	AP001057.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44217014	44240966	-	Gene|triplicated	ENSG00000160223.17	ICOSLG	protein_coding	HGNC:17087	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44241847	44242081	+	Gene|triplicated	ENSG00000278158.1	AP001059.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44244545	44244993	+	Gene|triplicated	ENSG00000275799.1	AP001059.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44246339	44262216	-	Gene|triplicated	ENSG00000142182.9	DNMT3L	protein_coding	HGNC:2980	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44250813	44251520	+	Gene|triplicated	ENSG00000232010.1	DNMT3L-AS1	lncRNA	HGNC:40189	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44285838	44298648	+	Gene|triplicated	ENSG00000160224.17	AIRE	protein_coding	HGNC:360	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44300051	44327376	+	Gene|triplicated	ENSG00000141959.17	PFKL	protein_coding	HGNC:8876	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44328944	44330221	-	Gene|triplicated	ENSG00000241728.5	AP001062.3	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44328944	44339402	-	Gene|triplicated	ENSG00000160226.16	CFAP410	protein_coding	HGNC:1260	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44331234	44335851	+	Gene|triplicated	ENSG00000184441.4	AP001062.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44339376	44340470	+	Gene|triplicated	ENSG00000232969.1	AP001062.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44347767	44348295	-	Gene|triplicated	ENSG00000260256.1	AP001063.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44350163	44443081	+	Gene|triplicated	ENSG00000142185.16	TRPM2	protein_coding	HGNC:12339	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44414588	44425272	-	Gene|triplicated	ENSG00000230061.2	TRPM2-AS	lncRNA	HGNC:50758	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44437121	44437175	+	Gene|triplicated	ENSG00000266692.1	AP001065.2	snoRNA	NA	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44439035	44439110	+	Gene|triplicated	ENSG00000264452.1	AP001065.1	snoRNA	NA	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44450986	44455284	-	Gene|triplicated	ENSG00000229356.1	LRRC3-DT	lncRNA	HGNC:43636	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44455510	44462196	+	Gene|triplicated	ENSG00000160233.8	LRRC3	protein_coding	HGNC:14965	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44469929	44472516	-	Gene|triplicated	ENSG00000224747.1	MTCYBP21	processed_pseudogene	HGNC:51977	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44472895	44473739	+	Gene|triplicated	ENSG00000223431.1	MTND6P21	processed_pseudogene	HGNC:39639	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44473723	44475097	-	Gene|triplicated	ENSG00000227999.1	MTND5P1	processed_pseudogene	HGNC:39644	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44477850	44478493	+	Gene|triplicated	ENSG00000274225.1	AP001065.3	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44485577	44490288	+	Gene|triplicated	ENSG00000228709.1	LINC02575	lncRNA	HGNC:53747	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44494874	44495519	+	Gene|triplicated	ENSG00000277352.1	AP001065.4	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44497893	44711572	-	Gene|triplicated	ENSG00000175894.18	TSPEAR	protein_coding	HGNC:1268	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44506807	44516575	+	Gene|triplicated	ENSG00000235890.2	TSPEAR-AS1	lncRNA	HGNC:1271	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44517216	44525952	+	Gene|triplicated	ENSG00000182912.6	TSPEAR-AS2	lncRNA	HGNC:16428	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44530172	44533145	+	Gene|triplicated	ENSG00000287088.1	AP001066.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44538981	44540195	-	Gene|triplicated	ENSG00000215455.4	KRTAP10-1	protein_coding	HGNC:22966	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44550357	44551505	-	Gene|triplicated	ENSG00000205445.3	KRTAP10-2	protein_coding	HGNC:22967	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44557790	44558795	-	Gene|triplicated	ENSG00000212935.2	KRTAP10-3	protein_coding	HGNC:22968	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44573724	44638284	+	Gene|triplicated	ENSG00000215454.6	KRTAP10-4	protein_coding	HGNC:20521	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44579455	44580604	-	Gene|triplicated	ENSG00000241123.1	KRTAP10-5	protein_coding	HGNC:22969	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44591268	44592505	-	Gene|triplicated	ENSG00000188155.11	KRTAP10-6	protein_coding	HGNC:20523	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44600597	44602174	+	Gene|triplicated	ENSG00000272804.3	KRTAP10-7	protein_coding	HGNC:22970	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44612079	44612954	+	Gene|triplicated	ENSG00000187766.1	KRTAP10-8	protein_coding	HGNC:20525	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44627093	44628378	+	Gene|triplicated	ENSG00000221837.6	KRTAP10-9	protein_coding	HGNC:22971	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44637356	44638455	+	Gene|triplicated	ENSG00000221859.2	KRTAP10-10	protein_coding	HGNC:22972	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44646414	44647650	+	Gene|triplicated	ENSG00000243489.4	KRTAP10-11	protein_coding	HGNC:20528	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44654213	44654659	-	Gene|triplicated	ENSG00000212933.1	KRTAP12-4	protein_coding	HGNC:20532	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44657932	44658341	+	Gene|triplicated	ENSG00000205439.10	KRTAP12-3	protein_coding	HGNC:20531	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44666189	44666927	-	Gene|triplicated	ENSG00000221864.4	KRTAP12-2	protein_coding	HGNC:20530	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44675868	44678086	-	Gene|triplicated	ENSG00000229880.1	IMMTP1	processed_pseudogene	HGNC:6048	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44681576	44682163	-	Gene|triplicated	ENSG00000187175.5	KRTAP12-1	protein_coding	HGNC:20529	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44686358	44686629	+	Gene|triplicated	ENSG00000276647.1	KRTAP12-6P	processed_pseudogene	HGNC:53815	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44697172	44698044	+	Gene|triplicated	ENSG00000189169.7	KRTAP10-12	protein_coding	HGNC:20533	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44702221	44702791	+	Gene|triplicated	ENSG00000236382.1	KRTAP10-13P	unprocessed_pseudogene	HGNC:34213	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44768580	44801826	-	Gene|triplicated	ENSG00000184787.19	UBE2G2	protein_coding	HGNC:12483	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44802577	44804717	+	Gene|triplicated	ENSG00000236519.1	LINC01424	lncRNA	HGNC:40558	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44805617	44818779	-	Gene|triplicated	ENSG00000184900.15	SUMO3	protein_coding	HGNC:11124	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44849585	44873903	-	Gene|triplicated	ENSG00000183255.12	PTTG1IP	protein_coding	HGNC:13524	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44885953	44931989	-	Gene|triplicated	ENSG00000160255.18	ITGB2	protein_coding	HGNC:6155	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44921051	44929678	+	Gene|triplicated	ENSG00000227039.6	ITGB2-AS1	lncRNA	HGNC:44304	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44929653	44930112	-	Gene|triplicated	ENSG00000273027.1	AL844908.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44932814	44939937	-	Gene|triplicated	ENSG00000183250.12	LINC01547	lncRNA	HGNC:15707	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44936303	44936954	+	Gene|triplicated	ENSG00000272825.1	AL844908.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44940012	44976989	+	Gene|triplicated	ENSG00000160256.13	FAM207A	protein_coding	HGNC:15811	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44978832	44979274	+	Gene|triplicated	ENSG00000276529.1	AP001505.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44989864	44994086	-	Gene|triplicated	ENSG00000234880.1	LINC00163	lncRNA	HGNC:33165	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44994362	44995185	-	Gene|triplicated	ENSG00000261706.1	LINC00165	lncRNA	HGNC:33166	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	44999208	45004727	-	Gene|triplicated	ENSG00000275874.1	PICSAR	lncRNA	HGNC:19725	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45070952	45074165	-	Gene|triplicated	ENSG00000235374.2	SSR4P1	transcribed_processed_pseudogene	HGNC:23131	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45073853	45226560	+	Gene|triplicated	ENSG00000197381.16	ADARB1	protein_coding	HGNC:226	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45100487	45101094	-	Gene|triplicated	ENSG00000267857.2	AL133499.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45234308	45264548	+	Gene|triplicated	ENSG00000182586.9	LINC00334	lncRNA	HGNC:16425	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45263928	45287898	-	Gene|triplicated	ENSG00000186866.16	POFUT2	protein_coding	HGNC:14683	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45288050	45297806	+	Gene|triplicated	ENSG00000223768.2	LINC00205	lncRNA	HGNC:16420	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45299929	45302964	+	Gene|triplicated	ENSG00000286262.1	BX322557.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45300245	45305257	-	Gene|triplicated	ENSG00000184274.3	LINC00315	lncRNA	HGNC:16621	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45336707	45338665	+	Gene|triplicated	ENSG00000229382.1	BX322557.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45338590	45341990	-	Gene|triplicated	ENSG00000237664.1	LINC00316	lncRNA	HGNC:19723	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45376191	45376382	-	Gene|triplicated	ENSG00000228930.1	MTCO1P3	processed_pseudogene	HGNC:39604	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45378201	45379635	-	Gene|triplicated	ENSG00000228355.1	BX322559.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45403809	45404369	-	Gene|deleted	ENSG00000273796.1	BX322562.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45405165	45513720	+	Gene|deleted	ENSG00000182871.16	COL18A1	protein_coding	HGNC:2195	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45407386	45410065	-	Gene|deleted	ENSG00000224574.1	COL18A1-AS2	lncRNA	HGNC:40155	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45419716	45425070	-	Gene|deleted	ENSG00000183535.9	COL18A1-AS1	lncRNA	HGNC:23132	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45478266	45478326	+	Gene|deleted	ENSG00000275167.1	MIR6815	miRNA	HGNC:50225	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45493572	45573365	-	Gene|deleted	ENSG00000173638.19	SLC19A1	protein_coding	HGNC:10937	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45593654	45603088	+	Gene|deleted	ENSG00000233922.3	LINC01694	lncRNA	HGNC:52481	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45596364	45625675	-	Gene|deleted	ENSG00000286082.1	AL133493.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45607386	45609194	+	Gene|deleted	ENSG00000286594.1	AL133493.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45643694	45942454	+	Gene|deleted	ENSG00000183570.16	PCBP3	protein_coding	HGNC:8651	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45759804	45763758	-	Gene|deleted	ENSG00000275139.1	AL133492.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45827961	45837987	-	Gene|deleted	ENSG00000205424.2	AL592528.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45861830	45888638	-	Gene|deleted	ENSG00000286886.1	AJ011931.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45870854	45873345	+	Gene|deleted	ENSG00000276633.1	AJ011931.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45914296	45919483	+	Gene|deleted	ENSG00000280604.1	AJ239328.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45974489	45974953	+	Gene|deleted	ENSG00000274248.1	AJ011932.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	45981769	46005050	+	Gene|deleted	ENSG00000142156.15	COL6A1	protein_coding	HGNC:2211	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46037052	46039807	+	Gene|deleted	ENSG00000224413.1	AP001476.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46052596	46053105	+	Gene|deleted	ENSG00000228235.1	AP001476.3	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46056516	46057567	+	Gene|deleted	ENSG00000226115.1	AP001476.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46072085	46072248	-	Gene|deleted	ENSG00000233767.1	PSMA6P3	processed_pseudogene	HGNC:39608	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46093264	46097530	-	Gene|deleted	ENSG00000227438.1	AP001471.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46098112	46132848	+	Gene|deleted	ENSG00000142173.16	COL6A2	protein_coding	HGNC:2212	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46136262	46155579	-	Gene|deleted	ENSG00000160282.14	FTCD	protein_coding	HGNC:3974	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46151614	46152647	+	Gene|deleted	ENSG00000237338.1	FTCD-AS1	lncRNA	HGNC:40243	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46161148	46184476	-	Gene|deleted	ENSG00000160284.15	SPATC1L	protein_coding	HGNC:1298	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46185079	46188941	+	Gene|deleted	ENSG00000228404.1	AP001468.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
